gene,Species,labs,chrMark,chr,dN,dS,dNdS,RPKM,Tau,GC3
ENSG00000172671,Chimp,Chimp-A,A,10,3.54339,5.11441,0.6928247833,9.05,0.9809842767,0.350829
ENSG00000148541,Chimp,Chimp-A,A,10,5.13171,2.31589,2.2158694929,81.7,0.8583544304,0.481229
ENSG00000151150,Chimp,Chimp-A,A,10,11.1693,13.0635,0.8550005741,283,0.5174102886,0.396564
ENSG00000196932,Chimp,Chimp-A,A,10,5.99891,6.30108,0.9520447288,3.91,0.890788032,0.590786
ENSG00000150347,Chimp,Chimp-A,A,10,1.02092,5.09669,0.2003103975,83,0.6554137116,0.559764
ENSG00000171988,Chimp,Chimp-A,A,10,2.03117,4.08465,0.4972690439,78.5,0.6759119497,0.30141
ENSG00000096717,Chimp,Chimp-A,A,10,6.55505,12.6296,0.5190227719,70,0.8680921053,0.284424
ENSG00000148634,Chimp,Chimp-A,A,10,1.39272,2.01794,0.6901691824,88.2,0.4708164186,0.324197
ENSG00000042286,Chimp,Chimp-A,A,10,2.00806,3.11055,0.6455642893,157,0.756649455,0.762032
ENSG00000138316,Chimp,Chimp-A,A,10,7.06671,9.04451,0.7813259093,8.16,0.9186210526,0.747755
ENSG00000107731,Chimp,Chimp-A,A,10,6.43669,8.02475,0.8021047385,124,0.6470928962,0.805285
ENSG00000107736,Chimp,Chimp-A,A,10,18.012,31.1271,0.5786597531,4.26,0.9174284609,0.774525
ENSG00000138315,Chimp,Chimp-A,A,10,3.0148,2.47605,1.2175844591,3.56,0.9837639654,0.653846
ENSG00000166348,Chimp,Chimp-A,A,10,8.13268,3.26964,2.4873319387,86.7,0.5492706514,0.505473
ENSG00000166507,Chimp,Chimp-A,A,10,2.00174,2.02993,0.9861128216,119,0.5033805031,0.628959
ENSG00000148606,Chimp,Chimp-A,A,10,4.04354,11.0231,0.3668242146,112,0.5864678899,0.594214
ENSG00000108175,Chimp,Chimp-A,A,10,1.00311,12.3344,0.0813262096,206,0.5151764706,0.754452
ENSG00000178217,Chimp,Chimp-A,A,10,1.01463,3.13485,0.3236614192,1.24,0.9030032051,0.712963
ENSG00000165678,Chimp,Chimp-A,A,10,2.01967,2.09083,0.9659656691,1780,0.4835748792,0.438953
ENSG00000173269,Chimp,Chimp-A,A,10,3.06151,4.77041,0.6417708331,35.1,0.6093152542,0.779095
ENSG00000107789,Chimp,Chimp-A,A,10,5.02723,4.44363,1.131334067,50.4,0.6882285714,0.545082
ENSG00000152766,Chimp,Chimp-A,A,10,1.00577,3.03872,0.3309847567,0.845,0.871185362,0.4375
ENSG00000152782,Chimp,Chimp-A,A,10,2.01761,2.08742,0.9665568022,41.5,0.742781178,0.618147
ENSG00000165338,Chimp,Chimp-A,A,10,4.1331,4.72539,0.8746579647,22.6,0.5519644238,0.32964
ENSG00000119912,Chimp,Chimp-A,A,10,1.00162,2.02536,0.4945392424,51.1,0.6063878327,0.409804
ENSG00000138193,Chimp,Chimp-A,A,10,10.5142,9.65012,1.0895408555,30.3,0.6637258806,0.499329
ENSG00000119969,Chimp,Chimp-A,A,10,2.51256,3.30418,0.7604186213,5.92,0.7891323988,0.363962
ENSG00000095637,Chimp,Chimp-A,A,10,5.05161,4.13426,1.2218897699,179,0.9303551757,0.489938
ENSG00000138185,Chimp,Chimp-A,A,10,1.01685,2.02407,0.5023788703,27.2,0.6066990816,0.554672
ENSG00000052749,Chimp,Chimp-A,A,10,4.04139,11.5665,0.3494047465,116,0.4520537428,0.733746
ENSG00000095713,Chimp,Chimp-A,A,10,3.54194,7.89818,0.4484501493,84.3,0.9082312666,0.753623
ENSG00000166024,Chimp,Chimp-A,A,10,5.10261,2.08909,2.4425036738,41.7,0.5683974359,0.319534
ENSG00000119943,Chimp,Chimp-A,A,10,3.06569,4.85313,0.6316933608,51,0.4623905518,0.675862
ENSG00000119946,Chimp,Chimp-A,A,10,3.0915,7.73514,0.39966956,71.8,0.6851428571,0.72213
ENSG00000198018,Chimp,Chimp-A,A,10,2.00435,2.03124,0.986761781,16.5,0.6167416667,0.512438
ENSG00000107593,Chimp,Chimp-A,A,10,2.02252,5.08283,0.3979121867,3.01,0.7983185185,0.683544
ENSG00000075826,Chimp,Chimp-A,A,10,9.13667,10.1585,0.8994113304,144,0.5986469534,0.582459
ENSG00000107819,Chimp,Chimp-A,A,10,1.01357,2.58324,0.3923638531,391,0.7774521297,0.714286
ENSG00000166169,Chimp,Chimp-A,A,10,6.73004,4.97557,1.3526168861,115,0.6525624321,0.643478
ENSG00000198408,Chimp,Chimp-A,A,10,1.00303,3.03716,0.3302526044,344,0.3268388106,0.414395
ENSG00000148840,Chimp,Chimp-A,A,10,11.3068,5.79129,1.9523802124,60.4,0.424469697,0.547995
ENSG00000107862,Chimp,Chimp-A,A,10,5.01487,3.12548,1.604511947,120,0.4548442368,0.604301
ENSG00000138111,Chimp,Chimp-A,A,10,3.51949,5.49268,0.6407600661,75.4,0.738215058,0.81864
ENSG00000148835,Chimp,Chimp-A,A,10,1.00726,4.04725,0.2488751621,18.7,0.8778507752,0.466916
ENSG00000138172,Chimp,Chimp-A,A,10,1.19056,2.83968,0.419258508,42.2,0.6590012484,0.785388
ENSG00000107954,Chimp,Chimp-A,A,10,1.01049,3.14323,0.3214814061,276,0.8653532681,0.892606
ENSG00000148841,Chimp,Chimp-A,A,10,1.81887,2.12696,0.8551500733,46.6,0.62723049,0.855576
ENSG00000108018,Chimp,Chimp-A,A,10,2.02212,9.17676,0.2203522812,39,0.8494484912,0.569736
ENSG00000148702,Chimp,Chimp-A,A,10,5.0651,5.20404,0.9733015119,7.87,0.9914769463,0.624776
ENSG00000197893,Chimp,Chimp-A,A,10,9.51213,4.80271,1.9805755501,7.14,0.9946526491,0.584225
ENSG00000196865,Chimp,Chimp-A,A,10,2.00779,2.0283,0.9898880836,22.6,0.8142662835,0.368638
ENSG00000165816,Chimp,Chimp-A,A,10,7.57524,9.17457,0.8256779337,9.44,0.7994019608,0.710106
ENSG00000169129,Chimp,Chimp-A,A,10,2.06135,6.13839,0.3358128109,85.1,0.6244021164,0.718327
ENSG00000099204,Chimp,Chimp-A,A,10,7.0952,7.32479,0.9686557567,191,0.7908144578,0.559572
ENSG00000165868,Chimp,Chimp-A,A,10,1.00166,4.94056,0.2027421993,159,0.806714939,0.690332
ENSG00000188316,Chimp,Chimp-A,A,10,1.03825,4.48914,0.2312803789,14.1,0.8842109406,0.507341
ENSG00000165650,Chimp,Chimp-A,A,10,2.03753,4.55845,0.4469786879,104,0.4784603175,0.483117
ENSG00000165672,Chimp,Chimp-A,A,10,1.9781,7.1941,0.2749614267,463,0.5476016433,0.470817
ENSG00000198873,Chimp,Chimp-A,A,10,3.13632,5.89868,0.5316986173,96,0.6651186791,0.731061
ENSG00000151929,Chimp,Chimp-A,A,10,2.07635,2.15209,0.9648063046,316,0.6295331611,0.62892
ENSG00000107651,Chimp,Chimp-A,A,10,4.63521,7.31404,0.6337414069,67.6,0.3636944444,0.401
ENSG00000107672,Chimp,Chimp-A,A,10,3.6661,4.23878,0.8648950877,143,0.5532732958,0.375
ENSG00000138162,Chimp,Chimp-A,A,10,29.4763,23.2138,1.2697748753,136,0.8703307888,0.551545
ENSG00000166033,Chimp,Chimp-A,A,10,2.05042,3.61025,0.5679440482,739,0.6553355771,0.648199
ENSG00000107938,Chimp,Chimp-A,A,10,34.7408,55.5615,0.6252674964,43.1,0.7636976321,0.407992
ENSG00000089876,Chimp,Chimp-A,A,10,1.02705,8.11793,0.1265162424,107,0.6120560363,0.436828
ENSG00000151640,Chimp,Chimp-A,A,10,1.01043,4.33277,0.2332064707,93.3,0.8443939873,0.804538
ENSG00000148832,Chimp,Chimp-A,A,10,3.74653,7.40589,0.5058851806,35.2,0.8256187781,0.801653
ENSG00000177156,Chimp,Chimp-A,A,11,2.01077,3.11942,0.6445973931,992,0.674246404,0.700297
ENSG00000051009,Chimp,Chimp-A,A,11,1.19181,2.37143,0.5025701792,136,0.299839196,0.60252
ENSG00000166387,Chimp,Chimp-A,A,11,3.67387,4.18743,0.8773567558,81.9,0.7017134831,0.553143
ENSG00000166405,Chimp,Chimp-A,A,11,1.16112,4.31996,0.2687802665,43.4,0.6844970187,0.440922
ENSG00000166444,Chimp,Chimp-A,A,11,3.06477,2.26673,1.3520666334,119,0.6661858191,0.684743
ENSG00000175356,Chimp,Chimp-A,A,11,2.0155,2.06131,0.9777762685,22.8,0.6200206782,0.557652
ENSG00000184014,Chimp,Chimp-A,A,11,1.00513,6.06737,0.1656615634,412,0.5132301005,0.589968
ENSG00000166483,Chimp,Chimp-A,A,11,2.04296,7.24173,0.2821093855,23.2,0.7795659864,0.49459
ENSG00000133800,Chimp,Chimp-A,A,11,3.13894,3.17075,0.9899676733,12.8,0.8879193466,0.484472
ENSG00000072952,Chimp,Chimp-A,A,11,2.10926,6.27489,0.3361429443,26.8,0.4211231884,0.596309
ENSG00000170242,Chimp,Chimp-A,A,11,2.06604,4.45559,0.4636961659,152,0.5469525011,0.347826
ENSG00000197702,Chimp,Chimp-A,A,11,2.01502,2.25848,0.8922018349,134,0.5995827268,0.638587
ENSG00000129083,Chimp,Chimp-A,A,11,2.00092,6.96597,0.2872421213,160,0.4566521529,0.359539
ENSG00000152270,Chimp,Chimp-A,A,11,13.8016,13.8619,0.995649947,36.2,0.787991453,0.386885
ENSG00000186104,Chimp,Chimp-A,A,11,2.02642,3.08478,0.6569090827,40.6,0.6411469534,0.410359
ENSG00000166689,Chimp,Chimp-A,A,11,1.02874,5.10755,0.2014155515,45.3,0.7842942643,0.675263
ENSG00000006071,Chimp,Chimp-A,A,11,7.05518,10.1156,0.6974554154,73.1,0.9036262626,0.768428
ENSG00000129173,Chimp,Chimp-A,A,11,4.07737,5.85855,0.6959691391,1.09,0.8996678614,0.472895
ENSG00000185238,Chimp,Chimp-A,A,11,1.03683,3.37798,0.3069378741,44.1,0.4927992759,0.385069
ENSG00000171714,Chimp,Chimp-A,A,11,1.10048,2.2189,0.4959574564,30.3,0.8905318519,0.42789
ENSG00000121621,Chimp,Chimp-A,A,11,3.02214,2.04489,1.4778985667,1.51,0.9883214859,0.30735
ENSG00000152219,Chimp,Chimp-A,A,11,1.00302,2.05211,0.4887749682,165,0.2082807018,0.295019
ENSG00000007372,Chimp,Chimp-A,A,11,4.07259,3.92204,1.038385636,24.4,0.9758241758,0.506361
ENSG00000186714,Chimp,Chimp-A,A,11,4.51905,2.08005,2.1725679671,2.49,0.841802935,0.284889
ENSG00000060749,Chimp,Chimp-A,A,11,5.06914,8.16977,0.6204752398,29.1,0.5396596859,0.289747
ENSG00000176148,Chimp,Chimp-A,A,11,2.01356,2.5559,0.7878085997,118,0.4901768173,0.554902
ENSG00000110422,Chimp,Chimp-A,A,11,3.00961,2.53151,1.1888596134,113,0.7449099099,0.363487
ENSG00000110427,Chimp,Chimp-A,A,11,21.0712,11.817,1.7831260049,76.6,0.85588358,0.592317
ENSG00000135372,Chimp,Chimp-A,A,11,1.02991,4.2319,0.243368227,145,0.2565052232,0.588832
ENSG00000026508,Chimp,Chimp-A,A,11,5.17256,7.09895,0.7286373337,180,0.7920411658,0.474966
ENSG00000149090,Chimp,Chimp-A,A,11,3.00608,3.09135,0.9724165818,35.4,0.6126551724,0.610803
ENSG00000135362,Chimp,Chimp-A,A,11,1.02388,4.13578,0.2475663599,16.6,0.5641164384,0.742547
ENSG00000166349,Chimp,Chimp-A,A,11,1.00804,5.04585,0.1997760536,2.8,0.6823546547,0.556088
ENSG00000166352,Chimp,Chimp-A,A,11,5.25944,2.17101,2.42257751,167,0.5843502825,0.36036
ENSG00000181830,Chimp,Chimp-A,A,11,2.00828,3.1012,0.6475815813,53.5,0.9714720933,0.879452
ENSG00000157613,Chimp,Chimp-A,A,11,6.18664,5.75428,1.0751371153,11,0.8015779539,0.791908
ENSG00000149091,Chimp,Chimp-A,A,11,3.03131,5.15497,0.5880363998,683,0.8801623711,0.799639
ENSG00000180423,Chimp,Chimp-A,A,11,2.00521,2.03077,0.9874136411,27.7,0.8507901235,0.542857
ENSG00000180210,Chimp,Chimp-A,A,11,2.05131,5.14657,0.3985780821,5.48,0.9994293757,0.733871
ENSG00000175216,Chimp,Chimp-A,A,11,3.00734,10.1261,0.2969889691,220,0.5719555556,0.437777
ENSG00000134569,Chimp,Chimp-A,A,11,1.0041,8.08394,0.1242092346,45.6,0.8675010382,0.669666
ENSG00000134575,Chimp,Chimp-A,A,11,6.43892,3.66481,1.7569587509,288,0.6664543524,0.722359
ENSG00000165915,Chimp,Chimp-A,A,11,2.05083,4.59442,0.4463740799,183,0.3662304251,0.788889
ENSG00000109920,Chimp,Chimp-A,A,11,1.0223,2.07338,0.4930596417,145,0.3483524904,0.362735
ENSG00000110075,Chimp,Chimp-A,A,11,2.00465,2.03698,0.9841284647,77.9,0.4626361656,0.437071
ENSG00000069482,Chimp,Chimp-A,A,11,1.11866,3.27061,0.3420340548,6.77,0.6327525549,0.717742
ENSG00000132740,Chimp,Chimp-A,A,11,5.58871,8.72167,0.6407843911,62.7,0.6421157685,0.703741
ENSG00000172890,Chimp,Chimp-A,A,11,2.05603,8.36342,0.2458360336,94.1,0.7374585219,0.744253
ENSG00000137497,Chimp,Chimp-A,A,11,4.75029,7.1233,0.6668664804,498,0.3828199349,0.704265
ENSG00000165458,Chimp,Chimp-A,A,11,1.16332,2.07059,0.561830203,177,0.6931649832,0.732441
ENSG00000175564,Chimp,Chimp-A,A,11,3.00815,4.10187,0.733360638,13.8,0.4999645667,0.757188
ENSG00000168014,Chimp,Chimp-A,A,11,7.08188,7.47031,0.9480034965,24.5,0.8131092437,0.457333
ENSG00000214517,Chimp,Chimp-A,A,11,18.0414,21.0244,0.8581172352,382,0.5467101363,0.455959
ENSG00000077514,Chimp,Chimp-A,A,11,2.04401,3.08534,0.6624910059,38.3,0.6122061192,0.441113
ENSG00000137491,Chimp,Chimp-A,A,11,3.06385,6.1286,0.4999265738,96.5,0.8923801514,0.752475
ENSG00000149269,Chimp,Chimp-A,A,11,1.04427,2.24771,0.4645928523,573,0.7710118353,0.503968
ENSG00000137513,Chimp,Chimp-A,A,11,3.01795,2.04822,1.4734501177,58.1,0.5662933625,0.430962
ENSG00000165494,Chimp,Chimp-A,A,11,2.1213,3.09702,0.6849487572,69,0.5146581197,0.27748
ENSG00000137501,Chimp,Chimp-A,A,11,13.2656,4.61116,2.8768466069,115,0.8141648495,0.360609
ENSG00000086991,Chimp,Chimp-A,A,11,3.00586,2.03881,1.4743208048,2.42,0.9974242786,0.433043
ENSG00000042429,Chimp,Chimp-A,A,11,2.00484,5.1208,0.3915091392,82.1,0.2945801072,0.415644
ENSG00000110218,Chimp,Chimp-A,A,11,3.02612,3.1294,0.9669968684,31.7,0.6011248808,0.620609
ENSG00000123901,Chimp,Chimp-A,A,11,1.00586,3.67032,0.2740523987,18.5,0.8559323155,0.768322
ENSG00000166025,Chimp,Chimp-A,A,11,2.0364,5.62068,0.3623049168,85.6,0.8277422969,0.650943
ENSG00000077458,Chimp,Chimp-A,A,11,2.35105,3.39829,0.6918332455,65,0.7292657005,0.418803
ENSG00000184384,Chimp,Chimp-A,A,11,4.16337,15.1583,0.2746594275,18.6,0.6753244838,0.49736
ENSG00000082175,Chimp,Chimp-A,A,11,13.4247,4.73935,2.8326036271,2.95,0.8963166667,0.618079
ENSG00000110318,Chimp,Chimp-A,A,11,11.6212,4.04294,2.8744428559,22.9,0.8709498623,0.280556
ENSG00000152402,Chimp,Chimp-A,A,11,2.00447,3.07454,0.6519576912,15.6,0.7053824561,0.471519
ENSG00000110675,Chimp,Chimp-A,A,11,1.00377,3.0699,0.3269715626,323,0.8334287573,0.452888
ENSG00000149308,Chimp,Chimp-A,A,11,4.33095,4.18407,1.0351045752,32.8,0.4786586068,0.285214
ENSG00000149292,Chimp,Chimp-A,A,11,6.02418,4.34136,1.387625076,47.1,0.770626327,0.567954
ENSG00000149295,Chimp,Chimp-A,A,11,10.1509,9.22555,1.100302963,7.12,0.9313127517,0.82167
ENSG00000048028,Chimp,Chimp-A,A,11,2.06384,4.47227,0.4614748215,21.7,0.8915293383,0.429112
ENSG00000137656,Chimp,Chimp-A,A,11,1.04977,3.07853,0.3409971642,51.4,0.8040903541,0.470113
ENSG00000160584,Chimp,Chimp-A,A,11,2.02544,5.10577,0.3966962868,250,0.4614029851,0.592834
ENSG00000137747,Chimp,Chimp-A,A,11,5.01575,2.74279,1.8287036193,1.74,0.574225,0.730539
ENSG00000137648,Chimp,Chimp-A,A,11,1.02513,3.31143,0.3095732055,1.44,0.9774016173,0.708716
ENSG00000149573,Chimp,Chimp-A,A,11,1.01264,3.05778,0.331168364,8.73,0.8438455964,0.550926
ENSG00000110344,Chimp,Chimp-A,A,11,2.01028,5.07791,0.3958872843,137,0.2594186047,0.512104
ENSG00000118096,Chimp,Chimp-A,A,11,1.01904,3.07372,0.331533126,159,0.52,0.516854
ENSG00000019144,Chimp,Chimp-A,A,11,1.91483,10.891,0.1758176476,426,0.4743594971,0.763425
ENSG00000160703,Chimp,Chimp-A,A,11,5.9019,14.7697,0.399595117,80.8,0.4801767677,0.729508
ENSG00000036672,Chimp,Chimp-A,A,11,1.02093,3.79221,0.2692176857,194,0.7160212121,0.676568
ENSG00000137699,Chimp,Chimp-A,A,11,2.7324,4.17243,0.6548701836,2.95,0.8496626627,0.795918
ENSG00000023171,Chimp,Chimp-A,A,11,2.286,3.12293,0.73200488,232,0.7122868811,0.703704
ENSG00000154134,Chimp,Chimp-A,A,11,8.29106,12.273,0.6755528396,13.1,0.9050379747,0.682819
ENSG00000154133,Chimp,Chimp-A,A,11,9.14801,5.05188,1.8108130043,51.8,0.5857460606,0.676633
ENSG00000110060,Chimp,Chimp-A,A,11,2.02935,2.0596,0.9853126821,36.7,0.4277093893,0.417012
ENSG00000064309,Chimp,Chimp-A,A,11,9.5669,8.30878,1.1514205455,16.2,0.7963753281,0.436609
ENSG00000165526,Chimp,Chimp-A,A,11,1.03397,3.06302,0.3375655399,96.6,0.3609859155,0.664021
ENSG00000149571,Chimp,Chimp-A,A,11,1.02229,6.35059,0.1609755944,111,0.9159359534,0.807638
ENSG00000134909,Chimp,Chimp-A,A,11,5.10949,10.3501,0.4936657617,78.9,0.7725936001,0.475202
ENSG00000170322,Chimp,Chimp-A,A,11,3.06666,9.62064,0.3187584194,145,0.3085587975,0.571987
ENSG00000170325,Chimp,Chimp-A,A,11,2.16195,7.6325,0.283255814,23.6,0.7725368181,0.642056
ENSG00000084234,Chimp,Chimp-A,A,11,4.03572,2.62457,1.5376690277,2020,0.3041798942,0.577931
ENSG00000149418,Chimp,Chimp-A,A,11,5.44254,10.0226,0.5430267595,14.3,0.7928721628,0.82971
ENSG00000134917,Chimp,Chimp-A,A,11,4.02574,5.6185,0.7165150841,21.7,0.9296294278,0.787179
ENSG00000166106,Chimp,Chimp-A,A,11,2.00081,5.32824,0.3755104875,2.95,0.8395162071,0.798107
ENSG00000151498,Chimp,Chimp-A,A,11,2.02444,4.08511,0.4955656029,92.8,0.5284116331,0.65625
ENSG00000120645,Chimp,Chimp-A,A,12,4.58115,13.3421,0.3433604905,439,0.8170529708,0.831633
ENSG00000073614,Chimp,Chimp-A,A,12,3.43918,2.08723,1.6477244961,59.3,0.6371563089,0.451422
ENSG00000139044,Chimp,Chimp-A,A,12,3.91122,6.20593,0.6302391422,46.5,0.7185698324,0.724359
ENSG00000060237,Chimp,Chimp-A,A,12,11.1814,5.43652,2.0567201077,272,0.4282396411,0.418036
ENSG00000151067,Chimp,Chimp-A,A,12,6.92919,8.44857,0.8201612817,48.8,0.7733403632,0.758095
ENSG00000197905,Chimp,Chimp-A,A,12,2.01094,3.08097,0.6526970402,39.6,0.6627855767,0.762673
ENSG00000011105,Chimp,Chimp-A,A,12,1.12718,3.67399,0.3067999641,304,0.6304260652,0.797101
ENSG00000010292,Chimp,Chimp-A,A,12,3.02569,3.07453,0.9841146452,79.7,0.6998225602,0.582739
ENSG00000111641,Chimp,Chimp-A,A,12,3.06284,2.94513,1.0399676755,124,0.4064634146,0.601242
ENSG00000010626,Chimp,Chimp-A,A,12,1.01136,2.08817,0.4843283832,159,0.8601045166,0.671598
ENSG00000139182,Chimp,Chimp-A,A,12,7.01859,9.02031,0.7780874493,1290,0.696305,0.72586
ENSG00000084444,Chimp,Chimp-A,A,12,2.33162,3.77816,0.6171310903,113,0.6278951549,0.526946
ENSG00000111305,Chimp,Chimp-A,A,12,2.63549,2.39791,1.099077947,1.11,0.9989479477,0.559859
ENSG00000150086,Chimp,Chimp-A,A,12,1.00311,6.25228,0.1604390718,7.15,0.9153665689,0.704178
ENSG00000060982,Chimp,Chimp-A,A,12,1.00243,2.00861,0.4990665186,16.2,0.5622405498,0.433766
ENSG00000118308,Chimp,Chimp-A,A,12,15.1262,5.16791,2.9269472572,32.9,0.8758702703,0.390597
ENSG00000123096,Chimp,Chimp-A,A,12,1.03024,4.10742,0.2508241183,32.5,0.8586922839,0.754098
ENSG00000123104,Chimp,Chimp-A,A,12,3.43726,13.977,0.2459225871,30,0.6853881674,0.448197
ENSG00000133687,Chimp,Chimp-A,A,12,3.00804,2.06375,1.4575602665,45,0.6070157426,0.567742
ENSG00000110888,Chimp,Chimp-A,A,12,3.42623,2.58451,1.3256787554,120,0.7260040531,0.394429
ENSG00000151746,Chimp,Chimp-A,A,12,1.00365,3.05458,0.3285721769,52.4,0.8733140655,0.584016
ENSG00000184613,Chimp,Chimp-A,A,12,12.2354,11.9016,1.0280466492,492,0.8548575324,0.463731
ENSG00000189079,Chimp,Chimp-A,A,12,2.02145,8.11644,0.2490562365,32.1,0.8487209302,0.30344
ENSG00000139209,Chimp,Chimp-A,A,12,1.0057,2.01249,0.4997291912,0.0562,0.997353996,0.414234
ENSG00000139263,Chimp,Chimp-A,A,12,3.21671,3.39775,0.9467176808,14,0.6102511416,0.495463
ENSG00000166148,Chimp,Chimp-A,A,12,2.02004,6.12501,0.3298019105,5.42,0.9132848233,0.787081
ENSG00000111490,Chimp,Chimp-A,A,12,2.06751,8.19489,0.2522925872,59.6,0.664098716,0.517885
ENSG00000127311,Chimp,Chimp-A,A,12,2.06257,4.06099,0.5078983204,2.79,0.62,0.377923
ENSG00000155974,Chimp,Chimp-A,A,12,1.00873,4.55104,0.2216482386,17.8,0.8091632745,0.499113
ENSG00000127329,Chimp,Chimp-A,A,12,12.046,9.58781,1.2563870164,45.2,0.5621828909,0.515369
ENSG00000139292,Chimp,Chimp-A,A,12,2.04508,5.13578,0.3982024152,4.31,0.5462585034,0.512849
ENSG00000139220,Chimp,Chimp-A,A,12,6.19971,9.03781,0.6859748103,102,0.8448939493,0.388889
ENSG00000127720,Chimp,Chimp-A,A,12,3.0995,7.17716,0.4318560545,16.8,0.4388924051,0.399668
ENSG00000179104,Chimp,Chimp-A,A,12,5.01206,6.14486,0.8156508041,48,0.6008029064,0.512545
ENSG00000133636,Chimp,Chimp-A,A,12,1.00571,2.02804,0.4959024477,2.41,0.9878817882,0.403509
ENSG00000102189,Chimp,Chimp-A,A,12,1.00704,4.02765,0.2500316562,56.5,0.3937345679,0.330725
ENSG00000173588,Chimp,Chimp-A,A,12,4.01478,3.08429,1.3016869361,23.7,0.7211003236,0.315562
ENSG00000120798,Chimp,Chimp-A,A,12,5.82909,4.16049,1.4010585292,109,0.1557837838,0.34876
ENSG00000180263,Chimp,Chimp-A,A,12,7.85689,4.22929,1.8577326218,12.1,0.6812658228,0.403215
ENSG00000136014,Chimp,Chimp-A,A,12,3.0443,3.09405,0.9839207511,2.8,0.9954314207,0.360449
ENSG00000074527,Chimp,Chimp-A,A,12,1.01779,4.07138,0.2499864911,84.1,0.6977777778,0.520767
ENSG00000084110,Chimp,Chimp-A,A,12,2.01254,4.10736,0.4899838339,1.22,0.9761194185,0.544073
ENSG00000188596,Chimp,Chimp-A,A,12,5.09738,8.37589,0.6085777153,0.491,0.9949070599,0.354184
ENSG00000139350,Chimp,Chimp-A,A,12,3.0352,4.30078,0.7057324485,14.1,0.79175625,0.319213
ENSG00000120868,Chimp,Chimp-A,A,12,3.02444,3.05493,0.9900194112,13.2,0.4325314183,0.377902
ENSG00000111647,Chimp,Chimp-A,A,12,6.08501,10.0458,0.6057267714,77.6,0.3881355932,0.303694
ENSG00000179520,Chimp,Chimp-A,A,12,2.01605,7.1418,0.2822887787,2.04,0.94444,0.489831
ENSG00000120800,Chimp,Chimp-A,A,12,21.2756,22.6732,0.9383589436,14.9,0.2988095238,0.42805
ENSG00000196091,Chimp,Chimp-A,A,12,1.00947,3.05613,0.3303099017,4.49,0.8886504854,0.463311
ENSG00000111670,Chimp,Chimp-A,A,12,2.03054,10.0555,0.2019332703,83.5,0.4786946387,0.433466
ENSG00000185480,Chimp,Chimp-A,A,12,2.0683,3.07211,0.6732506323,1.49,0.7455308804,0.286573
ENSG00000136011,Chimp,Chimp-A,A,12,5.1022,16.2365,0.3142426015,1.51,0.9662568764,0.564364
ENSG00000120820,Chimp,Chimp-A,A,12,1.00585,5.08445,0.1978286737,32,0.4752685714,0.544413
ENSG00000136051,Chimp,Chimp-A,A,12,1.00482,4.04303,0.2485314232,43.7,0.4478545762,0.359455
ENSG00000136044,Chimp,Chimp-A,A,12,2.00561,2.02816,0.9888815478,94.5,0.3567787115,0.487988
ENSG00000074590,Chimp,Chimp-A,A,12,2.01867,5.1529,0.3917541579,157,0.8393465578,0.686838
ENSG00000111785,Chimp,Chimp-A,A,12,6.40707,9.44153,0.6786050566,57.9,0.402624073,0.452514
ENSG00000151136,Chimp,Chimp-A,A,12,19.6003,65.1775,0.3007218749,16.4,0.8355529412,0.664587
ENSG00000110851,Chimp,Chimp-A,A,12,1.00629,5.06523,0.1986662007,102,0.5354810997,0.47875
ENSG00000075856,Chimp,Chimp-A,A,12,1.03206,5.121,0.2015348565,168,0.4185553347,0.595436
ENSG00000110887,Chimp,Chimp-A,A,12,3.89558,5.01951,0.7760877058,3.82,0.7835924171,0.688312
ENSG00000139428,Chimp,Chimp-A,A,12,1.01104,4.4312,0.2281639285,160,0.7728906049,0.65272
ENSG00000111199,Chimp,Chimp-A,A,12,2.02164,5.02148,0.4025984371,7.35,0.9882862359,0.847953
ENSG00000139436,Chimp,Chimp-A,A,12,3.018,4.12688,0.7313030667,125,0.4928735632,0.537234
ENSG00000174437,Chimp,Chimp-A,A,12,4.10019,4.03859,1.0152528481,860,0.9235560345,0.522531
ENSG00000111249,Chimp,Chimp-A,A,12,3.47878,11.0016,0.3162067336,23.7,0.8812592736,0.782969
ENSG00000111300,Chimp,Chimp-A,A,12,2.00367,2.00564,0.9990177699,78.7,0.4222971286,0.417266
ENSG00000111344,Chimp,Chimp-A,A,12,2.1641,3.43304,0.6303742456,24.9,0.9322969732,0.80112
ENSG00000089060,Chimp,Chimp-A,A,12,3.03785,5.67814,0.5350079427,38,0.6125785501,0.740143
ENSG00000139410,Chimp,Chimp-A,A,12,1.01175,4.07124,0.24851151,147,0.7111245791,0.756098
ENSG00000122965,Chimp,Chimp-A,A,12,2.08139,10.2532,0.2029990637,67,0.3212624585,0.693431
ENSG00000123066,Chimp,Chimp-A,A,12,1.00999,5.05666,0.1997346074,111,0.4666818874,0.484682
ENSG00000110931,Chimp,Chimp-A,A,12,3.01186,3.09584,0.9728732751,599,0.8573611111,0.746403
ENSG00000175727,Chimp,Chimp-A,A,12,2.03066,4.07059,0.4988613444,89.2,0.4526174497,0.763453
ENSG00000130779,Chimp,Chimp-A,A,12,3.02734,6.38513,0.4741234713,202,0.4763221154,0.505579
ENSG00000184445,Chimp,Chimp-A,A,12,5.03629,7.98454,0.6307551844,1.69,0.9752958275,0.393197
